Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Activewear clothing features (product.metafields.shopify.activewear-clothing-features),Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Baby/Toddler clothing features (product.metafields.shopify.baby-toddler-clothing-features),Baby/Toddler sleepwear style (product.metafields.shopify.baby-toddler-sleepwear-style),Care instructions (product.metafields.shopify.care-instructions),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Dress occasion (product.metafields.shopify.dress-occasion),Dress style (product.metafields.shopify.dress-style),Fabric (product.metafields.shopify.fabric),Fit (product.metafields.shopify.fit),Intimate apparel features (product.metafields.shopify.intimate-apparel-features),Neckline (product.metafields.shopify.neckline),One-piece style (product.metafields.shopify.one-piece-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Pants length type (product.metafields.shopify.pants-length-type),Size (product.metafields.shopify.size),Skirt/Dress length type (product.metafields.shopify.skirt-dress-length-type),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Waist rise (product.metafields.shopify.waist-rise),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Pakistan,Price / Pakistan,Compare At Price / Pakistan,Status
red-grey-kids-color-block-t-shirt-shorts-set,,,,,,,,,6-years,,,,,,,,'10721007,0.5,shopify,100,deny,manual,899.00,,true,true,,,,,'10721007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-feather-print-t-shirt-shorts-set-cream-brown,Brown Feather Short Set,"<h4 data-start=""180"" data-end=""239"">Brown Feather Short Set</h4>
<p data-start=""289"" data-end=""427"">Keep your little one comfy and stylish with this <strong data-start=""338"" data-end=""381"">kids' feather print T-shirt &amp; shorts set</strong>, designed for everyday play and summer fun.</p>
<p data-start=""429"" data-end=""701"">The <strong data-start=""433"" data-end=""455"">soft cream T-shirt</strong> features an all-over feather print that adds a trendy, playful touch, while the <strong data-start=""536"" data-end=""559"">brown cotton shorts</strong> offer a relaxed fit for easy movement. Made with breathable fabric, this outfit is perfect for warm weather, active play, and casual outings.</p>
<p data-start=""703"" data-end=""815"">Easy to wear, gentle on skin, and effortless to style—this set is a must-have for your child’s daily wardrobe.</p>
<h3 data-start=""817"" data-end=""835"">⭐ Key Features</h3>
<ul data-start=""836"" data-end=""1098"">
<li data-start=""836"" data-end=""871"">
<p data-start=""838"" data-end=""871"">Soft &amp; breathable cotton fabric</p>
</li>
<li data-start=""872"" data-end=""914"">
<p data-start=""874"" data-end=""914"">Stylish feather all-over print T-shirt</p>
</li>
<li data-start=""915"" data-end=""949"">
<p data-start=""917"" data-end=""949"">Comfortable solid brown shorts</p>
</li>
<li data-start=""950"" data-end=""981"">
<p data-start=""952"" data-end=""981"">Lightweight &amp; skin-friendly</p>
</li>
<li data-start=""982"" data-end=""1015"">
<p data-start=""984"" data-end=""1015"">Ideal for summer &amp; daily wear</p>
</li>
<li data-start=""1016"" data-end=""1062"">
<p data-start=""1018"" data-end=""1062"">Perfect for playtime, outings &amp; casual use</p>
</li>
<li data-start=""1063"" data-end=""1098"">
<p data-start=""1065"" data-end=""1098"">Suitable for Pakistan’s climate</p>
</li>
</ul>
<p data-start=""1100"" data-end=""1177"">A simple, stylish outfit that keeps kids cool, comfy, and happy all day long.</p>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Outfit Sets,Kids Half Sleeves Twinset,kids half sleeves,true,Size,2-6-months,product.metafields.shopify.size,Color,bronze,product.metafields.shopify.color-pattern,,,,'10720995,0.5,shopify,95,deny,manual,899.00,,true,false,,,,,'10720995,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_24.webp?v=1770813934,1,Kids Feather Print T Shirt Shorts Set Cream Brown - front view - kids wear Pakistan,false,,"Kids feather print T-shirt and shorts set in cream & brown. Soft cotton, breathable fabric, perfect summer wear for boys. Comfortable daily outfit.",7313,,,,,,,,,,,,,,,,,,,,bronze,,,,,,,,,,2-6-months; 6-12; 13-14-months; 2-3-years; 3-4-years; 4-5-years; 6-years,,,,,,,,,,,g,,,true,,,active
kids-feather-print-t-shirt-shorts-set-cream-brown,,,,,,,,,6-12,,,bronze,,,,,'10720996,0.5,shopify,96,deny,manual,899.00,,true,false,,,,,'10720996,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_24.webp?v=1770814026,2,Kids Feather Print T Shirt Shorts Set Cream Brown - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-feather-print-t-shirt-shorts-set-cream-brown,,,,,,,,,13-14-months,,,bronze,,,,,'10720997,0.5,shopify,93,deny,manual,899.00,,true,false,,,,,'10720997,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/2_27_-_Copy.webp?v=1770814026,3,Kids Feather Print T Shirt Shorts Set Cream Brown - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-feather-print-t-shirt-shorts-set-cream-brown,,,,,,,,,2-3-years,,,bronze,,,,,'10720998,0.5,shopify,95,deny,manual,899.00,,true,false,,,,,'10720998,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/3_28.webp?v=1770814027,4,Kids Feather Print T Shirt Shorts Set Cream Brown - detail shot - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-feather-print-t-shirt-shorts-set-cream-brown,,,,,,,,,3-4-years,,,bronze,,,,,'10720999,0.5,shopify,91,deny,manual,899.00,,true,false,,,,,'10720999,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_24_-_Copy.webp?v=1770814026,5,Kids Feather Print T Shirt Shorts Set Cream Brown - front view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-feather-print-t-shirt-shorts-set-cream-brown,,,,,,,,,4-5-years,,,bronze,,,,,'10758051,0.5,shopify,98,deny,manual,899.00,,true,false,,,,,'10758051,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/0daa77f7-78a9-412e-8e66-13d3c33bae4f_18b4d61e-b4cc-4f64-a227-674b5c458d2b.webp?v=1781104551,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
kids-feather-print-t-shirt-shorts-set-cream-brown,,,,,,,,,6-years,,,bronze,,,,,'10721000,0.5,shopify,87,deny,manual,899.00,,true,false,,,,,'10721000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
yellow-police-car-pajama-set,Yellow Police Car Pajama Set,"<div class="""" data-turn-id-container=""request-WEB:f2cffe34-4469-4701-a94e-dbbfad23102c-7"" data-is-intersecting=""true"">
<section class=""text-token-text-primary w-full focus:outline-none [--shadow-height:45px] has-data-writing-block:pointer-events-none has-data-writing-block:-mt-(--shadow-height) has-data-writing-block:pt-(--shadow-height) [&amp;:has([data-writing-block])&gt;*]:pointer-events-auto R6Vx5W_threadScrollVars scroll-mb-[calc(var(--scroll-root-safe-area-inset-bottom,0px)+var(--thread-response-height))] scroll-mt-[calc(var(--header-height)+min(200px,max(70px,20svh)))]"" dir=""auto"" data-turn-id=""request-WEB:f2cffe34-4469-4701-a94e-dbbfad23102c-7"" data-testid=""conversation-turn-14"" data-scroll-anchor=""false"" data-turn=""assistant"">
<div class=""text-base my-auto mx-auto pb-10 [--thread-content-margin:var(--thread-content-margin-xs,calc(var(--spacing)*4))] @w-sm/main:[--thread-content-margin:var(--thread-content-margin-sm,calc(var(--spacing)*6))] @w-lg/main:[--thread-content-margin:var(--thread-content-margin-lg,calc(var(--spacing)*16))] px-(--thread-content-margin)"">
<div class=""[--thread-content-max-width:40rem] @w-lg/main:[--thread-content-max-width:48rem] mx-auto max-w-(--thread-content-max-width) flex-1 group/turn-messages focus-visible:outline-hidden relative flex w-full min-w-0 flex-col agent-turn"">
<div class=""flex max-w-full flex-col gap-4 grow"">
<div data-message-author-role=""assistant"" data-message-id=""b95f0513-d322-494a-a88a-c474f16e4723"" dir=""auto"" data-message-model-slug=""gpt-5-5"" class=""min-h-8 text-message relative flex w-full flex-col items-end gap-2 text-start break-words whitespace-normal outline-none keyboard-focused:focus-ring [.text-message+&amp;]:mt-1"" data-turn-start-message=""true"" tabindex=""0"">
<div class=""flex w-full flex-col gap-1 empty:hidden"">
<div class=""markdown prose dark:prose-invert wrap-break-word w-full light markdown-new-styling"">
<h4 data-section-id=""aykieq"" data-start=""208"" data-end=""243"">Yellow Police Car Pajama Set </h4>
<p data-start=""245"" data-end=""477"">Let your little hero sleep in style with the adorable <strong data-start=""299"" data-end=""331"">Yellow Police Car Pajama Set</strong>! Designed with a fun police car theme and cheerful yellow tones, this pajama set is perfect for kids who love cars, adventure, and comfy outfits.</p>
<p data-start=""479"" data-end=""599"">Made from soft and breathable fabric, it keeps your child comfortable during bedtime, playtime, and cozy family moments.</p>
<h3 data-section-id=""1to4s3t"" data-start=""601"" data-end=""615"">✨ Features</h3>
<ul data-start=""616"" data-end=""824"">
<li data-section-id=""qle614"" data-start=""616"" data-end=""647"">Soft &amp; skin-friendly fabric</li>
<li data-section-id=""14gf8w0"" data-start=""648"" data-end=""680"">Cute police car print design</li>
<li data-section-id=""101qcok"" data-start=""681"" data-end=""708"">Comfortable relaxed fit</li>
<li data-section-id=""w9hzx5"" data-start=""709"" data-end=""746"">Lightweight &amp; breathable material</li>
<li data-section-id=""wjf9nl"" data-start=""747"" data-end=""785"">Perfect for sleeping &amp; casual wear</li>
<li data-section-id=""4cca7d"" data-start=""786"" data-end=""824"">Durable stitching for everyday use</li>
</ul>
<h3 data-section-id=""1mxmt05"" data-start=""826"" data-end=""844"">👦 Perfect For</h3>
<ul data-start=""845"" data-end=""912"">
<li data-section-id=""s486gu"" data-start=""845"" data-end=""856"">Bedtime</li>
<li data-section-id=""dcv1dp"" data-start=""857"" data-end=""872"">Indoor play</li>
<li data-section-id=""18va9zn"" data-start=""873"" data-end=""891"">Cartoon lovers</li>
<li data-section-id=""14f527b"" data-start=""892"" data-end=""912"">Everyday comfort</li>
</ul>
<h3 data-section-id=""2w2lzc"" data-start=""914"" data-end=""937"">📦 Package Includes</h3>
<ul data-start=""938"" data-end=""981"">
<li data-section-id=""339gmc"" data-start=""938"" data-end=""959"">1 Printed T-Shirt</li>
<li data-section-id=""1mru1x8"" data-start=""960"" data-end=""981"">1 Matching Pajama</li>
</ul>
<p data-start=""983"" data-end=""1038"" data-is-last-node="""" data-is-only-node="""">Your little champ’s new favorite pajama set is here 🚔✨</p>
</div>
</div>
</div>
</div>
<div class=""z-0 flex min-h-[46px] justify-start""><br></div>
</div>
</div>
</section>
</div>
<div aria-hidden=""true"" class=""pointer-events-none -mt-px h-px translate-y-[calc(var(--scroll-root-safe-area-inset-bottom)-14*var(--spacing))]""><br></div>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Sleepwear & Loungewear > Pajamas,Kids Pajama Set,Kids Pajama Set,false,Size,1-2-years,product.metafields.shopify.size,,,,,,,'10720990,0.5,,99,deny,manual,999.00,,true,false,,,,,'10720990,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_65.jpg?v=1774380843,1,Yellow Police Car Pajama Set - front view - unisex wear Pakistan,false,,"Shop the Yellow Police Car Pajama Set for kids. Soft, breathable two-piece sleepwear with fun police car print—comfortable, cute, and perfect for bedtime or lounging.",2580,,kids,,,,,,,,,,,,,kids,,,,,yellow-1,,,,,,,,,,1-2-years; 3-4-years; 5-6-years; 7-8-years; 9-10-years,,,unisex,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_65.jpg?v=1774380843,g,,,true,,,draft
yellow-police-car-pajama-set,,,,,,,,,3-4-years,,,,,,,,'10720991,0.5,,98,deny,manual,999.00,,true,false,,,,,'10720991,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_65.jpg?v=1774380843,2,Yellow Police Car Pajama Set - back view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_65.jpg?v=1774380843,g,,,,,,
yellow-police-car-pajama-set,,,,,,,,,5-6-years,,,,,,,,'10720992,0.5,,499,deny,manual,999.00,,true,false,,,,,'10720992,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/3_67.jpg?v=1774380843,3,Yellow Police Car Pajama Set - side view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_65.jpg?v=1774380843,g,,,,,,
yellow-police-car-pajama-set,,,,,,,,,7-8-years,,,,,,,,'10720993,0.5,,98,deny,manual,999.00,,true,false,,,,,'10720993,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/2_68.jpg?v=1774380843,4,Yellow Police Car Pajama Set - detail shot - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_65.jpg?v=1774380843,g,,,,,,
yellow-police-car-pajama-set,,,,,,,,,9-10-years,,,,,,,,'10720994,0.5,,999,deny,manual,999.00,,true,false,,,,,'10720994,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_66.jpg?v=1774380843,5,Yellow Police Car Pajama Set - front view - unisex wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_65.jpg?v=1774380843,g,,,,,,
yellow-police-car-pajama-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/imgi_20_imgi_80_BBg_Kids_Size_chart_1080x_1_1080x_540x_17e8be58-f128-4fe1-a532-e7d89a58b51e.webp?v=1774369747,6,Yellow Police Car Pajama Set size chart - measurements guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow-love-hand-kids-wear,Kids Yellow Heart Print Night Suit,"<h4>Kids Yellow Heart Print Night Suit</h4>
<p data-start=""273"" data-end=""492"">Add a bright and cheerful touch to your child’s wardrobe with this <strong data-start=""340"" data-end=""382"">yellow heart-print night suit for kids</strong>. Made from soft, breathable cotton fabric, this outfit ensures maximum comfort for both sleep and daily wear.</p>
<p data-start=""494"" data-end=""699"">The cute hand gesture with a heart graphic gives a trendy and lovable vibe, making it a favourite among kids. Paired with stylish printed trousers, this set is perfect for summer nights and relaxed home days.</p>
<p data-start=""701"" data-end=""793"">Lightweight, comfortable, and eye-catching — everything a perfect kids' night suit should be.</p>
<hr data-start=""795"" data-end=""798"">
<h2 data-section-id=""1e8tan1"" data-start=""800"" data-end=""821""><span role=""text"">✨ <strong data-start=""805"" data-end=""821"">Key Features</strong></span></h2>
<ul data-start=""822"" data-end=""1038"">
<li data-section-id=""1jv8alt"" data-start=""822"" data-end=""860"">Soft &amp; breathable cotton fabric 🌿</li>
<li data-section-id=""prjazr"" data-start=""861"" data-end=""905"">Bright yellow color (high visibility 👀)</li>
<li data-section-id=""7zmu56"" data-start=""906"" data-end=""938"">Cute heart graphic design ❤️</li>
<li data-section-id=""1ww0u7h"" data-start=""939"" data-end=""966"">Comfortable regular fit</li>
<li data-section-id=""4k6mth"" data-start=""967"" data-end=""998"">Skin-friendly &amp; lightweight</li>
<li data-section-id=""1s85d0z"" data-start=""999"" data-end=""1038"">Perfect for nightwear &amp; casual wear</li>
</ul>",BBG FASHION CLOTHING STORE,Apparel & Accessories > Clothing > Outfit Sets,Kids Pajama Set,Kids Pajama Set,false,Size,1-2-years,product.metafields.shopify.size,,,,,,,'10720980,0.0,,0,deny,manual,999.00,,false,false,,,,,'10720980,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_61.jpg?v=1774380319,1,Yellow Love Hand Kids Wear - front view - kids wear Pakistan,false,,"Shop kids' yellow heart print night suit in soft cotton. A comfortable, breathable and stylish pyjama set for kids, perfect for sleepwear and daily use.",7313,,kids,,,,,,,,,,,,,kids,,,,,multicolor,,,cotton,,,,,,,1-2-years; 3-4-years; 5-6-years; 7-8-years; 9-10-years,,,female,,,,,,,,g,,,true,,,draft
yellow-love-hand-kids-wear,,,,,,,,,3-4-years,,,,,,,,'10758040,0.0,,0,deny,manual,999.00,,false,false,,,,,'10758040,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/2_64.jpg?v=1774380319,2,Yellow Love Hand Kids Wear - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
yellow-love-hand-kids-wear,,,,,,,,,5-6-years,,,,,,,,'10758041,0.0,,0,deny,manual,999.00,,false,false,,,,,'10758041,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_61.jpg?v=1774380319,3,Yellow Love Hand Kids Wear - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
yellow-love-hand-kids-wear,,,,,,,,,7-8-years,,,,,,,,'10758042,0.0,,0,deny,manual,999.00,,false,false,,,,,'10758042,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/3_63.jpg?v=1774380319,4,Yellow Love Hand Kids Wear - detail shot - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
yellow-love-hand-kids-wear,,,,,,,,,9-10-years,,,,,,,,'10758043,0.0,,0,deny,manual,999.00,,false,false,,,,,'10758043,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_62.jpg?v=1774380149,5,Yellow Love Hand Kids Wear - front view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,
yellow-love-hand-kids-wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/imgi_20_imgi_80_BBg_Kids_Size_chart_1080x_1_1080x_540x_17e8be58-f128-4fe1-a532-e7d89a58b51e.webp?v=1774369747,6,Yellow Police Car Pajama Set size chart - measurements guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue-dolphin-kids-wear,Blue Dolphin Kids Wear,"<h4>Blue Dolphin Kids Wear</h4>
<p data-start=""303"" data-end=""477"">Make bedtime fun and exciting with this <strong data-start=""343"" data-end=""383"">blue shark print night suit for kids</strong>. Crafted from soft and breathable cotton fabric, this set ensures all-night comfort and ease.</p>
<p data-start=""479"" data-end=""689"">The playful shark graphic with the “Jaw-some” print adds a fun and adventurous touch that kids absolutely love. Paired with matching printed trousers, this outfit is perfect for both sleepwear and casual home wear.</p>
<p data-start=""691"" data-end=""789"">Designed for comfort and style, this night suit keeps your child relaxed while looking super cute.</p>
<hr data-start=""791"" data-end=""794"">
<h2 data-section-id=""1e8tan1"" data-start=""796"" data-end=""817""><span role=""text"">✨ <strong data-start=""801"" data-end=""817"">Key Features</strong></span></h2>
<ul data-start=""818"" data-end=""1030"">
<li data-section-id=""1jv8alt"" data-start=""818"" data-end=""856"">Soft &amp; breathable cotton fabric 🌿</li>
<li data-section-id=""1lysrqb"" data-start=""857"" data-end=""886"">Fun shark print design 🦈</li>
<li data-section-id=""1nvd2wx"" data-start=""887"" data-end=""932"">Eye-catching blue color (high click rate)</li>
<li data-section-id=""lmou7t"" data-start=""933"" data-end=""961"">Comfortable fit for kids</li>
<li data-section-id=""1pxsx1h"" data-start=""962"" data-end=""993"">Lightweight &amp; skin-friendly</li>
<li data-section-id=""y0ouad"" data-start=""994"" data-end=""1030"">Ideal for nightwear &amp; daily wear</li>
</ul>",BBG FASHION,Apparel & Accessories > Clothing > Outfit Sets,Kids Pajama Set,Kids Pajama Set,false,Size,1-2 Years,,,,,,,,'10720975,0.0,,0,deny,manual,999.00,,false,false,,,,,'10720975,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_60.jpg?v=1774380050,1,Blue Dolphin Kids Wear - front view - kids wear Pakistan,false,,"Shop kids' blue shark-print night suit in soft cotton. A comfortable, breathable and fun pyjama set for boys and girls, perfect for sleepwear and homewear.",7313,,kids,,,,,,,,,,,,,kids,,,,,multicolor; tie-dye,,,cotton,,,,,,,,,,female; unisex,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_60.jpg?v=1774380050,g,,,true,,,draft
blue-dolphin-kids-wear,,,,,,,,,3-4 Years,,,,,,,,'10720976,0.0,,-2,deny,manual,999.00,,false,false,,,,,'10720976,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/2_63.jpg?v=1774380050,2,Blue Dolphin Kids Wear - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_60.jpg?v=1774380050,g,,,,,,
blue-dolphin-kids-wear,,,,,,,,,5-6 Years,,,,,,,,'10720977,0.0,,-1,deny,manual,999.00,,false,false,,,,,'10720977,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/1_61.jpg?v=1774380050,3,Blue Dolphin Kids Wear - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_60.jpg?v=1774380050,g,,,,,,
blue-dolphin-kids-wear,,,,,,,,,7-8 Years,,,,,,,,'10720978,0.0,,-3,deny,manual,999.00,,false,false,,,,,'10720978,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/3_62.jpg?v=1774380050,4,Blue Dolphin Kids Wear - detail shot - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_60.jpg?v=1774380050,g,,,,,,
blue-dolphin-kids-wear,,,,,,,,,9-10 Years,,,,,,,,'10720979,0.0,,-5,deny,manual,999.00,,false,false,,,,,'10720979,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_60.jpg?v=1774380050,5,Blue Dolphin Kids Wear - front view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_60.jpg?v=1774380050,g,,,,,,
blue-dolphin-kids-wear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/imgi_20_imgi_80_BBg_Kids_Size_chart_1080x_1_1080x_540x_3b9cc78c-d3ae-48b0-9ce4-973a462ee40e.webp?v=1774380050,6,Blue Dolphin Kids Wear size chart - measurements guide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tears-printed-kids-wear,Tears Printed Kids Wear,"<h4 data-start=""307"" data-end=""556"">Tears Printed Kids Wear</h4>
<p data-start=""307"" data-end=""556"">Add a trendy touch to your child’s wardrobe with this stylish <strong data-start=""369"" data-end=""424"">pink printed t-shirt and checked pyjama set for girls</strong>. Made from soft and breathable cotton fabric, this outfit ensures all-day comfort whether it's for relaxing at home or casual wear.</p>
<p data-start=""558"" data-end=""749"">The bright pink t-shirt features a bold “TEARS” text print, giving it a modern and cool look. It is paired with black &amp; grey checked trousers that add a classic contrast and stylish appeal.</p>
<p data-start=""751"" data-end=""885"">Perfect for both <strong data-start=""768"" data-end=""796"">loungewear and nightwear</strong>, this set is designed to keep your child comfortable while looking effortlessly stylish.</p>
<h3 data-section-id=""8pl8n8"" data-start=""887"" data-end=""906"">✨ Key Features:</h3>
<ul data-start=""907"" data-end=""1127"">
<li data-section-id=""bkqic2"" data-start=""907"" data-end=""942"">Soft &amp; breathable cotton fabric</li>
<li data-section-id=""1a909l5"" data-start=""943"" data-end=""980"">Trendy “TEARS” text-print t-shirt</li>
<li data-section-id=""1sydwvh"" data-start=""981"" data-end=""1020"">Stylish black &amp; grey check trousers</li>
<li data-section-id=""1wtexgd"" data-start=""1021"" data-end=""1057"">Comfortable fit for all-day wear</li>
<li data-section-id=""1pxsx1h"" data-start=""1058"" data-end=""1089"">Lightweight &amp; skin-friendly</li>
<li data-section-id=""1ggm4pi"" data-start=""1090"" data-end=""1127"">Ideal for casual wear &amp; sleepwear</li>
</ul>",BBG FASHION,Apparel & Accessories > Clothing > Outfit Sets,Kids Pajama Set,Kids Pajama Set,false,Size,1-2 Years,,,,,,,,'10720970,0.0,,0,deny,manual,999.00,,false,false,,,,,'10720970,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_56.jpg?v=1774379414,1,Tears Printed Kids Wear - front view - kids wear Pakistan,false,,"Buy girls a pink printed t-shirt with a check pyjama set in soft cotton. Stylish and comfortable outfit for kids, perfect for loungewear and nightwear.",7313,,kids,,,,,,,,,,,,,kids,,,,,checkered; multicolor,,,cotton,,,,,,,,,,female,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_56.jpg?v=1774379414,g,,,true,,,draft
tears-printed-kids-wear,,,,,,,,,3-4 Years,,,,,,,,'10720971,0.0,,0,deny,manual,999.00,,false,false,,,,,'10720971,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/5_56.jpg?v=1774379414,2,Tears Printed Kids Wear - back view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_56.jpg?v=1774379414,g,,,,,,
tears-printed-kids-wear,,,,,,,,,5-6 Years,,,,,,,,'10720972,0.0,,-2,deny,manual,999.00,,false,false,,,,,'10720972,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/3_58.jpg?v=1774379414,3,Tears Printed Kids Wear - side view - kids wear Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0618/2368/0740/files/4_56.jpg?v=1774379414,g,,,,,,
